Latitude,Longitude,Sample Date,pet,aet,def,ppt,q,soil,pdsi,tmax,tmin,vap,swe,temp_range,aridity_index,evap_fraction,water_balance
-28.760833,17.730278,17-07-2011,249.8,0.4,249.40001,0.4,0.0,0.0,0.66999996,37.14,21.439999,1.366,0.0,15.700001,0.0016012810052573186,0.001601281,-5.960464455334602e-09
-26.861111,28.884722,18-07-2011,164.90001,66.8,98.1,69.8,3.5,4.7000003,-2.56,28.96,13.759999,1.7030001,0.0,15.2,0.4232868170084502,0.405094,2.9999969482421847
-26.73806,27.59194,18-07-2011,174.5,56.7,117.8,59.300000000000004,3.0,3.7,-2.4099998,30.199999,15.29,1.7030001,0.0,14.909999,0.3398280802292264,0.32492837,2.599999237060551
-28.69485,28.23487,18-07-2011,165.0,69.3,95.700005,72.60000000000001,3.6,2.8,0.96,28.76,13.599999,1.5630001,0.0,15.160001,0.44000000000000006,0.42000002,3.299996948242196
-25.127778,27.628889,19-07-2011,187.5,54.2,133.3,56.5,2.8000000000000003,5.6,-1.4499999,33.51,18.449999,2.019,0.0,15.059999,0.30133333333333334,0.28906667,2.299999237060547
-25.20639,27.558,19-07-2011,185.90001,53.4,132.5,55.7,2.8000000000000003,5.9,-1.4399999,33.239998,18.26,2.0140002,0.0,14.979998,0.299623438713639,0.2872512,2.2999984741210966
-24.69514,27.40906,19-07-2011,187.7,52.600002,135.1,54.800000000000004,2.7,6.4,0.72999996,33.57,19.47,2.0400002,0.0,14.1,0.29195525248256116,0.28023443,2.199997711181645
-27.169444,29.233889,19-07-2011,162.0,67.3,94.700005,70.5,3.5,3.6000001,-2.69,28.599998,13.41,1.72,0.0,15.189999,0.4351851851851852,0.41543213,3.1999969482421875
-33.38056,19.30167,19-07-2011,206.7,6.2000003,200.5,5.300000000000001,0.30000000000000004,7.0,-3.29,30.51,14.86,1.506,0.0,15.650001,0.02564102601959459,0.029995164,-0.9000002861022942
-33.31388889,19.07472222,19-07-2011,216.90001,5.3,211.6,4.1000000000000005,0.2,8.8,-3.61,32.809998,17.43,1.7350001,0.0,15.379997,0.01890271934965623,0.024435224,-1.2000001907348627
-27.495556,26.074722,19-07-2011,200.7,41.9,158.8,43.800000000000004,2.2,2.6000001,0.84999996,32.829998,16.029999,1.6430001,0.0,16.8,0.21823617671152945,0.20876932,1.899998474121098
-29.161667,23.696389,20-07-2011,226.6,31.4,195.2,33.1,1.7000000000000002,0.1,0.96999997,36.809998,17.97,1.4030001,0.0,18.839998,0.14607237029322598,0.13857016,1.700000381469728
-27.01011111,26.69808333,20-07-2011,189.3,44.600002,144.7,46.800000000000004,2.3000000000000003,2.0,-2.55,32.01,16.199999,1.7160001,0.0,15.809999,0.24722662042009633,0.23560487,2.199997711181645
-28.75,30.442778,20-07-2011,166.6,74.8,91.8,78.5,3.9000000000000004,3.1000001,-2.75,32.469997,18.25,2.14,0.0,14.219997,0.4711884581278144,0.4489796,3.6999969482421875
-29.161667,30.629722,20-07-2011,144.3,113.5,30.800001,118.5,5.9,7.4,1.5899999,28.01,16.109999,2.0080001,0.0,11.900002,0.8212058038383837,0.78655577,5.0
-30.534167,24.961944,20-07-2011,217.8,34.100002,183.7,35.9,1.8,0.0,-1.51,34.329998,16.26,1.393,0.0,18.069998,0.16483011706601652,0.15656567,1.7999977111816392
-34.092222,21.295278,20-07-2011,181.40001,12.7,168.7,12.600000000000001,0.6000000000000001,4.6,1.41,30.72,17.33,1.9650002,0.0,13.389999,0.06945975393647719,0.07001102,-0.0999998092651353
-33.13083,18.86278,20-07-2011,210.1,4.1,206.0,3.4000000000000004,0.2,6.7000003,-3.8,33.37,18.369999,1.7680001,0.0,15.0,0.0161827696393537,0.019514516,-0.699999904632568
-31.000833,26.353056,21-07-2011,196.2,37.100002,159.1,38.900000000000006,1.9000000000000001,1.8000001,0.85999995,31.48,13.88,1.3950001,0.0,17.599998,0.19826707749777323,0.18909277,1.7999977111816463
-33.7075,18.97444444,21-07-2011,212.8,6.7000003,206.1,5.2,0.30000000000000004,10.0,-3.49,32.05,18.16,1.8470001,0.0,13.889999,0.024436089875126746,0.03148496,-1.5000002861022947
-25.99136,27.84208,25-07-2011,173.1,70.1,103.0,73.3,3.7,4.4,-2.37,30.16,16.039999,1.7830001,0.0,14.120001,0.4234546355600116,0.4049682,3.2000015258789034
-26.861111,28.884722,25-07-2011,164.90001,66.8,98.1,69.8,3.5,4.7000003,-2.56,28.96,13.759999,1.7030001,0.0,15.2,0.4232868170084502,0.405094,2.9999969482421847
-26.006389,29.253889,26-07-2011,159.90001,80.1,79.8,83.80000000000001,4.2,5.0,-2.44,28.64,13.95,1.7390001,0.0,14.69,0.5240775184610821,0.50093806,3.7000015258789176
-29.380556,30.2775,26-07-2011,144.1,84.0,60.100002,87.4,4.4,8.0,1.1999999,27.92,15.0199995,1.9300001,0.0,12.900001,0.6065232220546568,0.5829285,3.4000000000000057
-26.648056,27.089444,26-07-2011,179.7,49.100002,130.6,51.400000000000006,2.6,3.1000001,-2.46,30.83,15.46,1.7300001,0.0,15.37,0.2860322808731288,0.27323318,2.2999977111816463
-26.880278,26.965,26-07-2011,182.1,47.8,134.3,50.0,2.5,3.0,-2.51,31.41,15.87,1.7350001,0.0,15.54,0.2745744004620036,0.26249313,2.200000762939453
-26.98472222,26.63227778,26-07-2011,188.5,45.100002,143.40001,47.300000000000004,2.4000000000000004,2.3,-2.53,32.17,16.449999,1.7220001,0.0,15.719999,0.25092838196286477,0.2392573,2.199997711181645
-28.141944,26.417778,26-07-2011,196.40001,48.8,147.6,51.1,2.6,2.3,0.9,32.64,16.09,1.5780001,0.0,16.55,0.26018328726044226,0.2484725,2.3000007629394545
-27.044444,27.005,26-07-2011,184.5,48.5,136.0,50.7,2.5,3.0,-2.47,31.51,15.95,1.715,0.0,15.56,0.2747967479674797,0.26287264,2.200000000000003
-33.501667,21.624167,26-07-2011,193.40001,11.8,181.6,12.4,0.6000000000000001,0.1,-1.29,30.84,14.75,1.6150001,0.0,16.09,0.0641158190951507,0.06101344,0.5999998092651371
-25.45963889,28.26430556,26-07-2011,177.0,67.0,110.0,70.0,3.5,4.7000003,-1.79,31.91,17.05,1.9260001,0.0,14.860001,0.3954802259887006,0.37853107,3.0
-29.161667,23.696389,27-07-2011,226.6,31.4,195.2,33.1,1.7000000000000002,0.1,0.96999997,36.809998,17.97,1.4030001,0.0,18.839998,0.14607237029322598,0.13857016,1.700000381469728
-25.81048333,27.90955222,27-07-2011,176.0,69.0,107.0,72.10000000000001,3.6,4.6,-2.1599998,31.07,17.01,1.8620001,0.0,14.059999,0.409659090909091,0.39204547,3.1000000000000085
-34.065833,20.404167,27-07-2011,194.90001,8.3,186.6,7.800000000000001,0.4,5.4,-1.23,32.43,18.84,1.9470001,0.0,13.59,0.04002052146537293,0.04258594,-0.5000001907348626
-23.23572222,27.717,27-07-2011,179.8,40.0,139.8,42.1,2.1,0.5,1.35,34.42,20.109999,2.045,0.0,14.309999,0.23414905053077756,0.2224694,2.1000000000000014
-27.4275,28.525833,27-07-2011,167.7,62.8,104.9,65.7,3.3000000000000003,3.5,-2.51,29.519999,13.969999,1.6730001,0.0,15.549999,0.3917710268073363,0.37447825,2.900000762939456
-27.935,26.126667,27-07-2011,196.7,45.5,151.2,47.800000000000004,2.4000000000000004,1.9,-2.1399999,32.66,15.679999,1.5870001,0.0,16.98,0.24300966315000835,0.23131673,2.3000000000000043
-29.033333,23.983333,27-07-2011,221.90001,35.8,186.1,37.6,1.9000000000000001,0.2,0.94,36.34,17.33,1.416,0.0,19.01,0.16944568926849204,0.16133392,1.8000007629394545
-34.075556,20.145556,27-07-2011,197.40001,8.3,189.1,7.9,0.4,5.4,-1.9399999,31.73,18.109999,1.8650001,0.0,13.620001,0.04002026156840711,0.042046607,-0.4000001907348629
-22.91028,29.61111,28-07-2011,163.1,56.2,106.9,59.1,3.0,1.2,1.3299999,32.18,19.05,2.056,0.0,13.130001,0.362354370253614,0.3445739,2.8999992370605483
-24.925278,29.324444,28-07-2011,177.1,55.0,122.1,57.5,2.9000000000000004,3.6000001,1.54,33.04,18.31,2.066,0.0,14.730001,0.3246753134858224,0.310559,2.5
-26.905,32.324722,28-07-2011,169.7,76.700005,93.0,80.10000000000001,4.0,8.8,-1.9499999,34.51,20.92,2.516,0.0,13.589998,0.4720094368913288,0.4519741,3.3999954223632898
-27.38972222,26.46388889,28-07-2011,197.5,43.8,153.7,45.900000000000006,2.3000000000000003,2.4,-2.3899999,32.719997,16.57,1.6800001,0.0,16.149998,0.23240506329113927,0.22177215,2.100000762939459
-27.398611,26.614722,28-07-2011,195.8,44.7,151.1,46.800000000000004,2.3000000000000003,2.3,-2.44,32.61,16.47,1.6810001,0.0,16.140001,0.2390194038333538,0.22829418,2.099999237060551
-27.671111,27.236944,28-07-2011,188.3,50.0,138.3,52.400000000000006,2.6,2.4,0.59,31.789999,15.45,1.6530001,0.0,16.34,0.2782793369663243,0.26553372,2.4000000000000057
-28.404444,30.013056,29-07-2011,165.40001,86.4,79.0,90.7,4.5,3.2,-2.8899999,30.97,16.17,1.922,0.0,14.799999,0.548367563358797,0.52237,4.299998474121097
-28.058889,30.373611,29-07-2011,160.6,86.8,73.8,91.10000000000001,4.6000000000000005,3.9,-2.86,29.38,14.87,1.8950001,0.0,14.509999,0.5672477991145343,0.5404732,4.299996948242196
-28.760833,17.730278,31-07-2011,249.8,0.4,249.40001,0.4,0.0,0.0,0.66999996,37.14,21.439999,1.366,0.0,15.700001,0.0016012810052573186,0.001601281,-5.960464455334602e-09
-29.7775,29.470833,01-08-2011,144.7,91.700005,53.0,94.80000000000001,4.7,7.2000003,1.8499999,26.75,13.2699995,1.677,0.0,13.4800005,0.6551485970929846,0.633725,3.0999954223632926
-29.987778,29.851667,01-08-2011,144.90001,64.8,80.1,66.8,3.3000000000000003,9.5,1.87,28.16,15.29,1.8700001,0.0,12.87,0.4610075623143527,0.44720495,1.9999969482421847
-29.744167,29.905833,01-08-2011,150.0,66.4,83.6,68.9,3.4000000000000004,7.8,1.23,29.099998,15.889999,1.8930001,0.0,13.209999,0.45933333333333337,0.44266668,2.4999984741210994
-27.169444,29.233889,01-08-2011,162.0,67.3,94.700005,70.5,3.5,3.6000001,-2.69,28.599998,13.41,1.72,0.0,15.189999,0.4351851851851852,0.41543213,3.1999969482421875
-26.45,28.085833,01-08-2011,170.6,62.4,108.200005,65.2,3.3000000000000003,4.1,-2.58,29.74,14.88,1.7140001,0.0,14.86,0.38218052559997184,0.36576787,2.7999984741210966
-27.4,26.624722,01-08-2011,195.8,44.7,151.1,46.800000000000004,2.3000000000000003,2.3,-2.44,32.61,16.47,1.6810001,0.0,16.140001,0.2390194038333538,0.22829418,2.099999237060551
-25.127778,27.628889,02-08-2011,187.5,54.2,133.3,56.5,2.8000000000000003,5.6,-1.4499999,33.51,18.449999,2.019,0.0,15.059999,0.30133333333333334,0.28906667,2.299999237060547
-25.20639,27.558,02-08-2011,185.90001,53.4,132.5,55.7,2.8000000000000003,5.9,-1.4399999,33.239998,18.26,2.0140002,0.0,14.979998,0.299623438713639,0.2872512,2.2999984741210966
-24.69514,27.40906,02-08-2011,187.7,52.600002,135.1,54.800000000000004,2.7,6.4,0.72999996,33.57,19.47,2.0400002,0.0,14.1,0.29195525248256116,0.28023443,2.199997711181645
-30.733889,29.828333,02-08-2011,142.2,65.1,77.1,55.300000000000004,2.8000000000000003,20.5,2.8899999,28.449999,17.699999,2.048,0.0,10.75,0.38888889723484343,0.4578059,-9.79999847412109
-27.802778,28.768333,02-08-2011,162.6,65.1,97.5,68.2,3.4000000000000004,3.0,-2.49,28.949999,13.25,1.6600001,0.0,15.699999,0.41943417859764415,0.400369,3.100001525878909
-30.160091,27.40124,02-08-2011,181.7,58.9,122.8,61.5,3.1,3.2,1.49,31.189999,14.969999,1.516,0.0,16.22,0.3384700111883792,0.32416072,2.5999984741210938
-30.336111,27.359444,02-08-2011,182.7,56.0,126.700005,58.5,2.9000000000000004,3.4,1.5699999,31.13,14.58,1.5070001,0.0,16.55,0.3201970496834365,0.30651343,2.5
-34.405833,19.600556,02-08-2011,174.1,9.8,164.3,8.9,0.4,7.7000003,-3.28,27.539999,17.19,1.9030001,0.0,10.349998,0.05112004415846073,0.056289487,-0.9000001907348629
-27.01011111,26.69808333,03-08-2011,189.3,44.600002,144.7,46.800000000000004,2.3000000000000003,2.0,-2.55,32.01,16.199999,1.7160001,0.0,15.809999,0.24722662042009633,0.23560487,2.199997711181645
-30.830556,26.921389,03-08-2011,190.3,42.100002,148.2,44.1,2.2,2.4,0.83,31.8,14.36,1.4900001,0.0,17.439999,0.23173935519068636,0.22122964,1.999997711181642
-30.398056,30.601944,03-08-2011,148.3,77.5,70.8,58.2,2.9000000000000004,26.800001,2.09,29.439999,21.31,2.4450002,0.0,8.129999,0.3924477329895116,0.5225893,-19.299999999999997
-27.00222,28.76528,03-08-2011,166.1,64.4,101.700005,67.3,3.4000000000000004,4.5,-2.51,29.289999,13.94,1.7030001,0.0,15.349999,0.40517758896443257,0.38771823,2.899998474121091
-27.02314,28.59389,03-08-2011,168.3,63.2,105.1,66.10000000000001,3.3000000000000003,4.4,-2.53,29.64,14.24,1.697,0.0,15.4,0.3927510326881698,0.3755199,2.8999992370605554
-26.970278,27.211111,03-08-2011,181.3,50.8,130.5,53.1,2.7,3.2,-2.4299998,31.05,15.639999,1.7040001,0.0,15.41,0.29288471652612674,0.28019854,2.3000007629394545
-27.4275,28.525833,03-08-2011,167.7,62.8,104.9,65.7,3.3000000000000003,3.5,-2.51,29.519999,13.969999,1.6730001,0.0,15.549999,0.3917710268073363,0.37447825,2.900000762939456
-27.3,28.586944,03-08-2011,168.1,63.4,104.700005,66.3,3.3000000000000003,3.8,-2.51,29.55,14.099999,1.6830001,0.0,15.45,0.3944080761018688,0.37715644,2.899998474121091
-27.398611,26.614722,03-08-2011,195.8,44.7,151.1,46.800000000000004,2.3000000000000003,2.3,-2.44,32.61,16.47,1.6810001,0.0,16.140001,0.2390194038333538,0.22829418,2.099999237060551
-30.679722,26.7125,03-08-2011,195.0,41.7,153.3,43.7,2.2,1.9,0.65,32.96,14.92,1.4870001,0.0,18.039999,0.22410256410256413,0.21384616,1.9999992370605497
-27.495556,26.074722,03-08-2011,200.7,41.9,158.8,43.800000000000004,2.2,2.6000001,0.84999996,32.829998,16.029999,1.6430001,0.0,16.8,0.21823617671152945,0.20876932,1.899998474121098
-29.803611,30.516111,05-08-2011,143.8,93.4,50.4,96.9,4.800000000000001,9.8,1.8499999,28.98,17.949999,2.1560001,0.0,11.030001,0.6738525587174213,0.6495132,3.4999984741210994
-26.73806,27.59194,07-08-2011,174.5,56.7,117.8,59.300000000000004,3.0,3.7,-2.4099998,30.199999,15.29,1.7030001,0.0,14.909999,0.3398280802292264,0.32492837,2.599999237060551
-25.99136,27.84208,08-08-2011,173.1,70.1,103.0,73.3,3.7,4.4,-2.37,30.16,16.039999,1.7830001,0.0,14.120001,0.4234546355600116,0.4049682,3.2000015258789034
-26.861111,28.884722,08-08-2011,164.90001,66.8,98.1,69.8,3.5,4.7000003,-2.56,28.96,13.759999,1.7030001,0.0,15.2,0.4232868170084502,0.405094,2.9999969482421847
-26.45,28.085833,08-08-2011,170.6,62.4,108.200005,65.2,3.3000000000000003,4.1,-2.58,29.74,14.88,1.7140001,0.0,14.86,0.38218052559997184,0.36576787,2.7999984741210966
-29.160278,26.573333,08-08-2011,200.0,53.100002,146.90001,55.6,2.8000000000000003,2.2,1.06,33.16,15.32,1.483,0.0,17.84,0.278,0.2655,2.499997711181642
-27.01011111,26.69808333,09-08-2011,189.3,44.600002,144.7,46.800000000000004,2.3000000000000003,2.0,-2.55,32.01,16.199999,1.7160001,0.0,15.809999,0.24722662042009633,0.23560487,2.199997711181645
-27.00222,28.76528,09-08-2011,166.1,64.4,101.700005,67.3,3.4000000000000004,4.5,-2.51,29.289999,13.94,1.7030001,0.0,15.349999,0.40517758896443257,0.38771823,2.899998474121091
-26.880278,26.965,09-08-2011,182.1,47.8,134.3,50.0,2.5,3.0,-2.51,31.41,15.87,1.7350001,0.0,15.54,0.2745744004620036,0.26249313,2.200000762939453
-26.98472222,26.63227778,09-08-2011,188.5,45.100002,143.40001,47.300000000000004,2.4000000000000004,2.3,-2.53,32.17,16.449999,1.7220001,0.0,15.719999,0.25092838196286477,0.2392573,2.199997711181645
-28.69485,28.23487,09-08-2011,165.0,69.3,95.700005,72.60000000000001,3.6,2.8,0.96,28.76,13.599999,1.5630001,0.0,15.160001,0.44000000000000006,0.42000002,3.299996948242196
-29.615556,27.065278,09-08-2011,188.5,61.5,127.0,64.4,3.2,2.3,1.29,31.75,14.86,1.473,0.0,16.89,0.3416445623342175,0.32625994,2.9000000000000057
-28.883333,27.89,09-08-2011,170.6,70.4,100.200005,73.7,3.7,3.0,1.3,29.869999,14.219999,1.5690001,0.0,15.65,0.43200467387604174,0.4126612,3.2999984741210966
-25.45963889,28.26430556,09-08-2011,177.0,67.0,110.0,70.0,3.5,4.7000003,-1.79,31.91,17.05,1.9260001,0.0,14.860001,0.3954802259887006,0.37853107,3.0
-29.161667,23.696389,10-08-2011,226.6,31.4,195.2,33.1,1.7000000000000002,0.1,0.96999997,36.809998,17.97,1.4030001,0.0,18.839998,0.14607237029322598,0.13857016,1.700000381469728
-25.81048333,27.90955222,10-08-2011,176.0,69.0,107.0,72.10000000000001,3.6,4.6,-2.1599998,31.07,17.01,1.8620001,0.0,14.059999,0.409659090909091,0.39204547,3.1000000000000085
-29.641944,30.6875,10-08-2011,148.0,118.5,29.5,123.5,6.2,9.2,1.66,30.06,19.51,2.3100002,0.0,10.549999,0.8344594594594594,0.8006757,5.0
-27.602222,29.942778,10-08-2011,167.3,86.3,81.0,90.5,4.5,3.8,-2.9099998,29.97,15.089999,1.876,0.0,14.88,0.5409444013698069,0.5158398,4.1999969482421875
-31.554722,29.245556,10-08-2011,142.40001,66.5,75.9,50.5,2.5,17.7,2.46,27.9,18.779999,2.1820002,0.0,9.120001,0.3546348086602623,0.46699435,-16.0
-34.039722,22.133333,10-08-2011,164.8,18.300001,146.5,18.1,0.9,6.3,1.64,27.91,17.97,2.0700002,0.0,9.940001,0.10983009505355067,0.11104369,-0.20000114440917827
-32.502778,19.535833,10-08-2011,229.8,2.2,227.6,2.2,0.1,1.2,-2.02,34.87,17.039999,1.4710001,0.0,17.83,0.009573542083480715,0.0095735425,-4.7683715642676816e-08
-31.5653,18.3306,10-08-2011,222.7,0.7,222.0,0.7000000000000001,0.0,0.3,-2.0,31.98,17.21,1.7160001,0.0,14.77,0.003143242072709536,0.003143242,1.1920929021691506e-08
-31.860278,18.6875,11-08-2011,231.8,1.6,230.2,1.6,0.1,0.8,-2.1499999,33.5,17.119999,1.595,0.0,16.380001,0.006902502066157185,0.0069025024,-2.3841857821338408e-08
-30.830556,26.921389,11-08-2011,190.3,42.100002,148.2,44.1,2.2,2.4,0.83,31.8,14.36,1.4900001,0.0,17.439999,0.23173935519068636,0.22122964,1.999997711181642
-22.43772222,31.07805556,11-08-2011,186.90001,49.0,137.90001,51.6,2.6,0.5,-0.53999996,35.48,21.06,2.3390002,0.0,14.42,0.2760834535707892,0.26217228,2.6000000000000014
-28.735556,29.820556,11-08-2011,164.1,87.3,76.8,91.7,4.6000000000000005,3.0,-2.86,31.519999,16.41,1.96,0.0,15.109999,0.5588055855534514,0.5319927,4.39999694824219
-31.000833,26.353056,11-08-2011,196.2,37.100002,159.1,38.900000000000006,1.9000000000000001,1.8000001,0.85999995,31.48,13.88,1.3950001,0.0,17.599998,0.19826707749777323,0.18909277,1.7999977111816463
-30.679722,26.7125,11-08-2011,195.0,41.7,153.3,43.7,2.2,1.9,0.65,32.96,14.92,1.4870001,0.0,18.039999,0.22410256410256413,0.21384616,1.9999992370605497
-30.160091,27.40124,11-08-2011,181.7,58.9,122.8,61.5,3.1,3.2,1.49,31.189999,14.969999,1.516,0.0,16.22,0.3384700111883792,0.32416072,2.5999984741210938
-30.336111,27.359444,11-08-2011,182.7,56.0,126.700005,58.5,2.9000000000000004,3.4,1.5699999,31.13,14.58,1.5070001,0.0,16.55,0.3201970496834365,0.30651343,2.5
-30.568333,29.422778,11-08-2011,146.90001,56.9,90.0,58.800000000000004,2.9000000000000004,7.4,2.57,27.689999,13.95,1.7290001,0.0,13.739999,0.4002722691313678,0.3873383,1.899998474121098
-30.570833,29.150556,11-08-2011,148.90001,59.9,89.0,62.300000000000004,3.1,5.7000003,2.1499999,27.46,13.82,1.6730001,0.0,13.639999,0.41840158609415096,0.4022834,2.399998474121098
-31.104278,29.399722,11-08-2011,148.3,54.9,93.4,50.6,2.5,14.8,2.76,28.789999,18.49,2.088,0.0,10.299999,0.3412002627022214,0.37019554,-4.300001525878905
-34.250556,20.9925,11-08-2011,186.8,12.1,174.7,11.100000000000001,0.6000000000000001,8.6,1.52,30.519999,18.24,2.0540001,0.0,12.279999,0.05942184057097931,0.06477516,-1.0000003814697251
-27.573056,24.746389,12-08-2011,215.5,43.8,171.7,46.1,2.3000000000000003,0.4,0.75,35.42,17.34,1.5870001,0.0,18.079998,0.21392111368909514,0.20324826,2.3000007629394545
-29.658056,25.973333,12-08-2011,201.6,43.5,158.1,45.6,2.3000000000000003,1.9,0.96999997,33.12,15.2,1.4050001,0.0,17.919998,0.2261904693424749,0.2157738,2.1000000000000014
-30.534167,24.961944,12-08-2011,217.8,34.100002,183.7,35.9,1.8,0.0,-1.51,34.329998,16.26,1.393,0.0,18.069998,0.16483011706601652,0.15656567,1.7999977111816392
-28.460833,21.248889,12-08-2011,249.2,17.6,231.6,18.5,0.9,0.0,3.73,37.95,19.5,1.2590001,0.0,18.45,0.07423756110174581,0.070626006,0.8999996185302734
-30.86013889,29.07125,12-08-2011,153.2,50.8,102.4,52.5,2.6,6.1,2.27,29.109999,16.94,1.8930001,0.0,12.169998,0.3426893018655663,0.33159268,1.7000007629394531
-30.77586667,29.03221667,12-08-2011,154.1,53.100002,101.0,55.0,2.8000000000000003,5.8,2.3899999,29.039999,16.55,1.8520001,0.0,12.49,0.3569110825541053,0.34458145,1.8999977111816406
-23.838611,31.640833,13-08-2011,180.5,56.7,123.8,59.7,3.0,1.0,-1.55,34.76,21.15,2.3700001,0.0,13.609999,0.33074792243767315,0.31412742,2.9999992370605497
-28.760833,17.730278,14-08-2011,249.8,0.4,249.40001,0.4,0.0,0.0,0.66999996,37.14,21.439999,1.366,0.0,15.700001,0.0016012810052573186,0.001601281,-5.960464455334602e-09
-26.970278,27.211111,15-08-2011,181.3,50.8,130.5,53.1,2.7,3.2,-2.4299998,31.05,15.639999,1.7040001,0.0,15.41,0.29288471652612674,0.28019854,2.3000007629394545
-26.73806,27.59194,15-08-2011,174.5,56.7,117.8,59.300000000000004,3.0,3.7,-2.4099998,30.199999,15.29,1.7030001,0.0,14.909999,0.3398280802292264,0.32492837,2.599999237060551
-27.044444,27.005,15-08-2011,184.5,48.5,136.0,50.7,2.5,3.0,-2.47,31.51,15.95,1.715,0.0,15.56,0.2747967479674797,0.26287264,2.200000000000003
-24.679167,30.8025,16-08-2011,151.40001,117.6,33.8,121.60000000000001,6.1000000000000005,14.6,0.87,27.76,15.78,1.8950001,0.0,11.9800005,0.8031703609429045,0.77675027,4.000001525878915
-25.127778,27.628889,16-08-2011,187.5,54.2,133.3,56.5,2.8000000000000003,5.6,-1.4499999,33.51,18.449999,2.019,0.0,15.059999,0.30133333333333334,0.28906667,2.299999237060547
-25.20639,27.558,16-08-2011,185.90001,53.4,132.5,55.7,2.8000000000000003,5.9,-1.4399999,33.239998,18.26,2.0140002,0.0,14.979998,0.299623438713639,0.2872512,2.2999984741210966
-24.69514,27.40906,16-08-2011,187.7,52.600002,135.1,54.800000000000004,2.7,6.4,0.72999996,33.57,19.47,2.0400002,0.0,14.1,0.29195525248256116,0.28023443,2.199997711181645
-27.169444,29.233889,16-08-2011,162.0,67.3,94.700005,70.5,3.5,3.6000001,-2.69,28.599998,13.41,1.72,0.0,15.189999,0.4351851851851852,0.41543213,3.1999969482421875
-26.648056,27.089444,16-08-2011,179.7,49.100002,130.6,51.400000000000006,2.6,3.1000001,-2.46,30.83,15.46,1.7300001,0.0,15.37,0.2860322808731288,0.27323318,2.2999977111816463
-29.160278,26.573333,16-08-2011,200.0,53.100002,146.90001,55.6,2.8000000000000003,2.2,1.06,33.16,15.32,1.483,0.0,17.84,0.278,0.2655,2.499997711181642
-33.38056,19.30167,16-08-2011,206.7,6.2000003,200.5,5.300000000000001,0.30000000000000004,7.0,-3.29,30.51,14.86,1.506,0.0,15.650001,0.02564102601959459,0.029995164,-0.9000002861022942
-33.31388889,19.07472222,16-08-2011,216.90001,5.3,211.6,4.1000000000000005,0.2,8.8,-3.61,32.809998,17.43,1.7350001,0.0,15.379997,0.01890271934965623,0.024435224,-1.2000001907348627
-27.495556,26.074722,16-08-2011,200.7,41.9,158.8,43.800000000000004,2.2,2.6000001,0.84999996,32.829998,16.029999,1.6430001,0.0,16.8,0.21823617671152945,0.20876932,1.899998474121098
-29.161667,23.696389,17-08-2011,226.6,31.4,195.2,33.1,1.7000000000000002,0.1,0.96999997,36.809998,17.97,1.4030001,0.0,18.839998,0.14607237029322598,0.13857016,1.700000381469728
-22.769722,30.886944,17-08-2011,174.6,66.8,107.8,70.0,3.5,5.2000003,-0.41,33.32,20.0,2.2540002,0.0,13.32,0.40091636628293637,0.38258877,3.1999969482421875
-24.058889,31.237222,17-08-2011,171.8,65.5,106.3,68.9,3.4000000000000004,1.3000001,-1.52,33.489998,20.5,2.3300002,0.0,12.989998,0.4010477227945255,0.38125727,3.4000000000000057
-28.75,30.442778,17-08-2011,166.6,74.8,91.8,78.5,3.9000000000000004,3.1000001,-2.75,32.469997,18.25,2.14,0.0,14.219997,0.4711884581278144,0.4489796,3.6999969482421875
-29.161667,30.629722,17-08-2011,144.3,113.5,30.800001,118.5,5.9,7.4,1.5899999,28.01,16.109999,2.0080001,0.0,11.900002,0.8212058038383837,0.78655577,5.0
-27.802778,28.768333,17-08-2011,162.6,65.1,97.5,68.2,3.4000000000000004,3.0,-2.49,28.949999,13.25,1.6600001,0.0,15.699999,0.41943417859764415,0.400369,3.100001525878909
-29.033333,23.983333,17-08-2011,221.90001,35.8,186.1,37.6,1.9000000000000001,0.2,0.94,36.34,17.33,1.416,0.0,19.01,0.16944568926849204,0.16133392,1.8000007629394545
-33.980556,21.653333,06-04-2011,164.5,15.8,148.7,15.8,0.8,4.6,2.06,26.83,14.37,1.5040001,0.0,12.46,0.09604863221884499,0.09604863,-1.9073486257070726e-07
-33.980556,21.653333,17-08-2011,178.8,13.0,165.8,13.0,0.7000000000000001,4.0,1.4399999,29.89,16.93,1.9510001,0.0,12.959999,0.0727069338820808,0.07270693,0.0
-33.980556,21.653333,27-09-2011,178.8,13.0,165.8,13.0,0.7000000000000001,4.0,1.4399999,29.89,16.93,1.9510001,0.0,12.959999,0.0727069338820808,0.07270693,0.0
-33.980556,21.653333,25-10-2011,178.8,13.0,165.8,13.0,0.7000000000000001,4.0,1.4399999,29.89,16.93,1.9510001,0.0,12.959999,0.0727069338820808,0.07270693,0.0
-33.980556,21.653333,29-11-2011,178.8,13.0,165.8,13.0,0.7000000000000001,4.0,1.4399999,29.89,16.93,1.9510001,0.0,12.959999,0.0727069338820808,0.07270693,0.0
-33.980556,21.653333,15-02-2012,157.40001,12.8,144.6,12.9,0.6000000000000001,3.9,-0.35,27.789999,15.48,1.779,0.0,12.309999,0.08195679319989294,0.08132147,0.09999980926513707
-33.980556,21.653333,18-04-2012,157.40001,12.8,144.6,12.9,0.6000000000000001,3.9,-0.35,27.789999,15.48,1.779,0.0,12.309999,0.08195679319989294,0.08132147,0.09999980926513707
